address_city,address_country,address_countryshort,address_part,address_postalcode,address_state,affiliation_id,author,document,eid,name,org_domain,org_type,org_url
Beijing,China,chn,5 Yiheyyuan Road,100871,Beijing,60014966,56555,125522,10-s2.0-60014966,Peking University,pku.edu.cn,univ,http://www.pku.edu.cn
